Filename_1,Filename_2,Similarity_score
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Poor66750_0544530000_BHVSGY_338731_7001_9689.wav,https://vaani.iisc.ac.in/Audios/Kolkata/IISc_VaaniProject_M_WB_Kolkata_38554723_1641270000_WBKKSK_254399_7509_10197.wav,0.56824815
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Bhoo45746_1619110000_APCTDOA_163136_4170_6858.wav,https://vaani.iisc.ac.in/Audios/Kolkata/IISc_VaaniProject_M_WB_Kolkata_Tris94708_1517310000_CGBTFI_301849_298_2986.wav,0.58593017
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Parv76886_0950500000_CGBTFAR_252019_5992_8680.wav,https://vaani.iisc.ac.in/Audios/Nagpur/IISc_VaaniProject_M_MH_Nagpur_81536975_1205290000_MRNOTHER_267653_5525_8213.wav,0.60258555
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_shal37125_0850160000_BHVSBUPS_338190_11578_14266.wav,https://vaani.iisc.ac.in/Audios/Madhepura/IISc_VaaniProject_M_BR_Madhepura_Tinn94126_0440520000_BHMPHO_367749_12295_14983.wav,0.5469519
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Seet51548_1129080000_CGBMEX_346516_17455_20143.wav,https://vaani.iisc.ac.in/Audios/Sindhudu/IISc_VaaniProject_M_MH_Sindhudu_Kira73342_1009210000_MRSDGY_254634_6656_9344.wav,0.47180185
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Moni57892_0622030000_BHVSHO_212835_11239_13927.wav,https://vaani.iisc.ac.in/Audios/JyotibaPhuleNagar/IISc_VaaniProject_M_UP_JyotibaPhuleNagar_Amri29936_1514440000_UPJPNHO_131824_1442_4130.wav,0.47463545
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Amit08112_1450200000_BHGGFE_363836_2897_5585.wav,https://vaani.iisc.ac.in/Audios/Sitamarhi/IISc_VaaniProject_M_BR_Sitamarhi_Kaja83754_1257390000_IMG202251_7231_9919.wav,0.62267005
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Hema65744_0655130000_BHVSEV_212735_9482_12170.wav,https://vaani.iisc.ac.in/Audios/Sahebgan/IISc_VaaniProject_M_JH_Sahebgan_08583678_0241000000_JKSBCS_51271_1152_3840.wav,0.65686065
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Sonu30686_1636500000_MRABC_323380_771_3459.wav,https://vaani.iisc.ac.in/Audios/Jahanaba/IISc_VaaniProject_M_BR_Jahanaba_62239024_0637070000_UPVNAUR_177439_2816_5504.wav,0.64054954
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Renu87705_0834220000_BHVSBA_219561_5159_7847.wav,https://vaani.iisc.ac.in/Audios/Bilaspur/IISc_VaaniProject_M_CG_Bilaspur_Mohi12525_0536560000_CGBLCO_230023_15329_18017.wav,0.61579055
